latitude,longitude,name,label,ferric_iron_index,ferrous_mineral_index,laterite_index,gossan_index,ndvi,slope,elevation
15.962299,76.340539,BG-karnataka-054,0,1.035528,0.83731,1.251923,1.146658,0.431592,2.634964,463.720112
21.410017,85.057519,BG-odisha-046,0,1.216951,0.940958,1.04351,0.990487,0.56479,4.978094,464.023926
21.75,85.6,Bamebari Mine,1,1.343358,1.352734,1.441029,1.396678,0.06262,5.927544,368.148423
18.535914,83.968854,BG-andhra-059,0,0.862482,1.072554,0.962544,1.271216,0.847486,5.609001,29.718108
18.551776,83.414403,BG-andhra-055,0,0.958967,0.950205,0.731849,0.979921,0.508781,3.432575,115.473148
22.414635,86.488557,BG-odisha-047,0,0.898599,1.192269,0.944457,0.887211,0.396607,9.794547,304.684315
14.85,76.1,Kumsi Mn Deposits,1,1.476369,1.336462,1.454841,1.699939,0.090457,13.804385,534.500248
21.9,85.15,Champua Mn Deposits,1,1.300692,1.411374,1.468028,1.42042,0.032773,11.634307,375.873911
21.030113,86.181083,BG-odisha-011,0,0.872178,0.875743,1.009439,0.680635,0.52133,6.282593,315.702096
24.309411,73.929976,BG-rajasthan-017,0,1.185908,1.039487,0.872995,0.912797,0.578176,0.0,313.411533
22.122736,78.288225,BG-mp-maharashtra-040,0,0.919033,0.969084,1.00378,1.025886,0.652924,6.526284,385.350852
21.600651,84.126471,BG-odisha-038,0,0.826263,1.05384,1.054503,1.25213,0.332933,5.618881,373.543803
22.784359,77.760816,BG-mp-maharashtra-003,0,1.005982,0.961351,0.695674,1.151998,0.571045,10.58713,597.45318
18.068484,83.04305,BG-andhra-051,0,0.968965,0.955301,0.971565,1.33075,0.165693,7.685956,38.20855
22.257444,86.079164,BG-odisha-004,0,0.606949,0.697292,0.748917,1.191044,0.312379,4.476441,252.013596
15.35,76.55,Bellary Mn District,1,1.50219,1.043686,1.557177,1.221379,0.071166,9.966416,591.729785
17.703549,83.692548,BG-andhra-010,0,1.24795,0.975653,0.776747,0.930346,0.362627,8.76269,242.217231
18.12,83.42,Vizianagaram Mn Belt,1,1.356122,1.359137,1.224871,1.392753,0.156268,15.307089,233.102677
23.489685,73.950273,BG-rajasthan-026,0,0.963872,0.824041,1.079768,0.925977,0.518426,0.0,464.750565
21.326805,78.638366,BG-mp-maharashtra-029,0,0.80689,0.858945,1.139373,0.806485,0.446493,5.834152,310.158751
22.723414,79.232056,BG-mp-maharashtra-019,0,1.234869,1.154841,0.654541,0.788162,0.597399,0.0,307.249891
21.45,85.5,Noamundi Mn Zone,1,1.40591,1.330696,1.279815,1.439044,0.070094,14.410974,385.32803
24.312116,73.01109,BG-rajasthan-031,0,1.074357,0.893487,0.987012,0.993094,0.432381,0.937986,437.605407
23.254576,73.840893,BG-rajasthan-011,0,1.246247,0.991609,1.087174,1.154091,0.617758,6.865105,373.348301
22.611639,79.594418,BG-mp-maharashtra-010,0,1.158241,0.968948,0.814173,1.023816,0.138969,5.473449,395.470957
23.169591,74.030904,BG-rajasthan-021,0,1.217757,0.979666,1.118502,1.019914,0.286009,0.0,243.329218
23.949349,73.518383,BG-rajasthan-044,0,0.801416,1.042382,0.936782,1.11125,0.472483,10.198223,466.621207
22.8,85.95,Singhbhum Mn Belt,1,1.250932,1.176109,1.224091,1.095738,0.20077,14.01742,389.550013
15.797849,75.525191,BG-karnataka-034,0,0.941089,1.101818,0.594806,1.048396,0.484358,2.931143,703.073198
14.007091,76.927798,BG-karnataka-024,0,1.175318,0.92605,0.956129,0.957916,0.37294,0.0,701.79433
18.535922,83.940864,BG-andhra-032,0,1.18448,1.063762,0.794906,1.352935,0.796628,6.346257,100.535728
22.664082,86.360167,BG-jharkhand-030,0,0.881371,1.014411,0.823918,1.014526,0.64507,0.0,570.630157
20.85,86.25,Sukinda Mn Zone,1,1.693342,1.022066,1.065545,1.363316,0.047197,8.497861,239.316982
22.072456,80.419347,BG-mp-maharashtra-016,0,0.983408,1.194371,0.791345,0.976309,0.206766,8.372069,395.214889
20.902302,84.779291,BG-odisha-014,0,1.330517,0.986889,0.910451,1.108044,0.373941,0.0,413.214255
15.729211,77.440515,BG-karnataka-039,0,0.992021,0.981621,1.030073,0.938349,0.531668,13.319635,428.142052
18.475216,84.17185,BG-andhra-018,0,1.297988,0.928436,0.84734,1.408355,0.486354,11.666814,289.935367
22.685704,79.828,BG-mp-maharashtra-032,0,0.751105,0.975707,0.885949,0.805313,0.158809,5.960306,414.927831
22.409144,77.637473,BG-mp-maharashtra-020,0,1.082507,0.920242,0.842237,0.862102,0.365623,0.851252,397.639788
23.003383,74.85115,BG-rajasthan-002,0,1.016338,0.843522,0.932872,0.898349,0.45924,7.781895,369.593776
22.114994,84.476025,BG-odisha-027,0,1.095544,0.745238,0.909409,1.064278,0.568998,0.0,397.509608
21.28,79.65,Bhandara Mn District,1,1.621284,1.191422,1.302944,1.510091,0.162241,12.063622,465.06897
22.618861,77.519496,BG-mp-maharashtra-009,0,1.044399,0.858282,0.94273,1.2205,0.425291,4.741461,295.934629
22.995075,79.028579,BG-mp-maharashtra-043,0,1.14595,0.848892,1.11568,0.870084,0.280177,6.426728,364.319742
24.4839,74.341257,BG-rajasthan-004,0,1.067609,1.09813,0.904001,1.090879,0.305331,11.166261,419.570453
15.590691,75.568989,BG-karnataka-049,0,1.105843,0.984424,0.844304,0.967621,0.545303,5.413671,563.611913
21.440881,79.267797,BG-mp-maharashtra-008,0,0.802429,0.983542,0.859292,0.846666,0.433703,0.0,496.842699
23.627831,74.696031,BG-rajasthan-007,0,1.156322,0.953053,0.810995,0.868741,0.434309,0.0,369.852446
21.611537,85.796021,BG-odisha-048,0,1.126309,0.919454,0.890896,1.049115,0.519609,10.423683,382.023635
21.95,79.15,Ramtek Mn Deposits,1,1.242048,1.146198,1.35275,1.73124,0.111175,5.500399,399.092537
14.530401,77.333148,BG-karnataka-008,0,0.684586,1.002873,0.752188,0.822638,0.124078,0.469052,612.525592
18.822447,83.365795,BG-andhra-049,0,0.810183,0.732546,0.998522,0.965413,0.533472,8.832519,199.065118
15.592245,77.151756,BG-karnataka-033,0,0.812358,0.943906,1.050042,0.926722,0.215632,10.461754,504.322759
21.022962,79.662165,BG-mp-maharashtra-050,0,0.954523,0.962075,1.134876,1.062179,0.403352,8.5696,656.172694
21.185492,77.790149,BG-mp-maharashtra-013,0,1.242046,1.047473,0.790435,1.620329,0.256228,3.826887,343.012189
22.829095,78.876556,BG-mp-maharashtra-038,0,1.280303,1.014631,0.74166,1.062814,0.552974,4.066826,215.779123
22.658809,79.355559,BG-mp-maharashtra-018,0,0.903995,0.90321,0.973637,0.936814,0.584987,1.225236,159.547444
21.45,79.1,Nagpur District Mn,1,1.232121,1.435823,1.216832,1.888162,0.184234,5.075181,401.599966
22.197391,84.415778,BG-odisha-041,0,1.05894,0.806906,1.349933,0.861457,0.57576,12.070585,367.987955
15.15,76.92,Sandur Mn Belt,1,1.180828,1.176309,1.385199,1.59515,0.145105,4.179155,592.962673
23.490877,85.618452,BG-jharkhand-027,0,0.912263,0.676179,0.85839,0.790808,0.559765,14.248741,554.462902
23.728443,73.139948,BG-rajasthan-005,0,0.928287,0.899239,1.080205,1.189806,0.388814,4.858138,592.762228
22.280575,84.615538,BG-odisha-057,0,1.002808,0.896908,0.989186,1.112752,0.286321,4.382187,251.700332
23.38887,74.392709,BG-rajasthan-029,0,0.975478,1.204,1.088676,1.005193,0.301371,4.098664,465.580666
14.049573,76.841411,BG-karnataka-041,0,0.93013,1.148555,0.750218,0.973593,0.75627,0.0,680.725447
22.432916,85.624354,BG-jharkhand-049,0,0.72378,0.94829,0.942394,1.151887,-0.076272,0.0,317.738208
23.461442,86.053359,BG-jharkhand-016,0,1.025903,0.843882,0.934661,0.830212,0.391784,1.689552,376.842343
22.310877,78.686896,BG-mp-maharashtra-037,0,1.113027,1.146281,0.864973,0.969121,0.468117,4.172863,414.28104
21.458096,77.596301,BG-mp-maharashtra-033,0,0.770051,1.008328,0.823569,0.866886,0.190019,10.724507,404.532999
14.296188,75.318614,BG-karnataka-031,0,1.203919,0.995399,0.697462,0.846609,0.588848,2.054428,430.062155
22.931541,86.109631,BG-jharkhand-032,0,0.991299,0.936994,0.808101,0.967817,0.378656,0.0,405.292988
17.658308,84.441181,BG-andhra-040,0,0.89018,1.129577,0.78598,0.767264,0.661896,0.0,130.02083
22.256019,86.367374,BG-odisha-006,0,1.115574,0.917146,0.705124,1.050086,0.426965,11.277348,444.751269
21.181819,77.641349,BG-mp-maharashtra-044,0,1.505714,0.746034,0.966532,0.849335,0.656308,9.198271,502.944161
21.33845,85.459181,BG-odisha-059,0,0.895627,0.86313,0.645251,1.29352,0.546397,4.32613,482.686688
14.408518,76.79048,BG-karnataka-001,0,1.140146,1.086784,0.710234,0.905786,0.493225,7.099395,655.295835
24.035916,73.100437,BG-rajasthan-035,0,0.858618,0.976537,1.322857,1.130708,0.607996,5.413657,434.438971
22.844259,85.803836,BG-jharkhand-026,0,1.308638,0.973863,1.165837,0.879978,0.560317,9.568975,267.279628
23.988754,73.487969,BG-rajasthan-030,0,1.1957,0.872218,0.841162,1.019809,0.788438,6.891188,452.936326
22.169172,80.193469,BG-mp-maharashtra-041,0,0.902912,0.970075,0.781751,0.928623,0.602059,5.327212,579.642598
15.925069,75.663666,BG-karnataka-057,0,0.987613,0.934268,1.174269,0.916221,0.20164,11.355746,595.560666
21.257946,86.463272,BG-odisha-044,0,0.673569,0.965789,0.905394,1.299174,0.336071,2.886544,279.855909
24.880727,74.354636,BG-rajasthan-012,0,0.851351,0.868936,0.740252,0.855008,0.186881,0.0,178.435747
15.34338,75.749993,BG-karnataka-003,0,0.936615,0.87112,0.773765,1.096523,0.451827,3.556108,498.962939
20.671307,85.214976,BG-odisha-007,0,1.274861,0.991176,1.046061,0.606234,0.348865,0.0,333.117524
14.632354,76.879661,BG-karnataka-004,0,1.07973,0.872341,1.052977,0.85636,0.557887,0.0,521.214292
14.268582,75.288572,BG-karnataka-016,0,1.087169,1.02967,0.949638,1.330354,0.389549,3.470519,246.454179
14.047329,75.482824,BG-karnataka-050,0,1.303029,0.91203,0.781838,1.231345,0.670036,5.987465,392.158627
23.464911,86.024637,BG-jharkhand-011,0,1.087036,0.879219,0.782677,1.18694,0.097459,8.052235,400.529061
17.81818,84.196749,BG-andhra-053,0,1.348162,1.002273,0.640651,0.886221,0.470993,7.100036,307.889768
22.111123,86.129446,BG-jharkhand-024,0,0.706452,0.917107,1.125178,1.267035,0.776374,3.744014,500.736578
14.477372,75.989465,BG-karnataka-002,0,1.293874,1.115749,1.08579,1.152448,0.32572,0.0,658.113272
23.426179,86.499572,BG-jharkhand-057,0,0.964469,0.956343,0.877405,0.957135,0.499567,0.901633,357.535001
22.890717,85.791259,BG-jharkhand-038,0,1.059369,0.949944,0.851019,1.145859,0.778348,2.794407,485.790914
14.656524,77.160882,BG-karnataka-051,0,1.162282,0.615077,0.848209,0.918266,0.592901,6.348195,602.18379
22.825256,80.111556,BG-mp-maharashtra-057,0,1.121805,0.843141,0.850552,0.824338,0.431054,4.964036,368.832586
22.2,78.3,Pandhurna Mn Deposits,1,1.234538,1.365044,1.48508,1.729304,0.204018,10.204943,507.069678
22.437993,86.315917,BG-odisha-040,0,1.11756,0.875264,1.176302,1.294963,0.796082,5.658516,415.669749
20.501144,84.81039,BG-odisha-002,0,1.086617,0.959669,1.069086,1.000611,0.427057,13.41542,398.118698
23.186111,85.725687,BG-jharkhand-029,0,1.030722,1.074663,0.994053,1.06666,0.449194,0.008126,346.593111
18.628015,84.247886,BG-andhra-014,0,0.838098,0.98732,0.78097,1.166673,0.58737,6.761927,188.985273
17.575427,83.568656,BG-andhra-011,0,1.086608,0.70455,0.794509,0.996203,0.518694,5.142719,89.492885
18.010508,84.32048,BG-andhra-054,0,1.041351,0.901019,0.799024,1.07272,0.424304,10.884174,273.208527
22.059791,85.932029,BG-jharkhand-053,0,1.137547,1.001817,0.834772,0.8703,0.209903,18.455556,261.261073
18.999862,83.524941,BG-andhra-017,0,0.986427,0.913149,0.925024,0.926552,0.142381,1.008128,47.026352
20.660223,84.464562,BG-odisha-054,0,0.999715,0.871054,0.860051,1.054541,0.360927,9.694424,337.520224
22.424498,85.600526,BG-jharkhand-012,0,1.056025,0.787711,1.0751,0.955171,0.529489,6.985023,360.921253
18.780172,84.430146,BG-andhra-000,0,1.05479,0.909911,1.185378,1.169486,0.542024,0.189368,79.076378
21.38,85.65,Gurumahisani Mn,1,1.247228,1.1808,1.400643,1.240692,0.245937,9.51366,279.105276
15.274227,75.654888,BG-karnataka-025,0,0.943949,0.623926,0.849723,0.93214,0.35623,4.036359,506.6488
21.127055,78.644858,BG-mp-maharashtra-047,0,0.925003,1.155325,1.164384,0.837305,0.673163,0.0,330.392661
15.634208,75.748447,BG-karnataka-014,0,1.264031,0.668858,1.061966,0.819441,0.43552,4.689086,736.692463
21.55,85.9,Koira Mn Area,1,1.217879,1.208958,1.432864,1.369645,0.066014,9.275041,426.545804
22.26072,85.575065,BG-jharkhand-036,0,1.161449,0.837403,0.898139,1.071671,0.431582,4.666239,378.129659
18.746097,83.129994,BG-andhra-048,0,0.908666,0.85604,1.040517,0.844784,0.658115,6.477872,59.58048
22.942157,80.082339,BG-mp-maharashtra-049,0,1.065284,0.981746,1.091946,1.205416,0.397709,2.315068,283.34203
15.574749,75.270239,BG-karnataka-045,0,0.863026,0.862963,1.01552,1.022443,0.376469,2.177849,588.26749
21.630906,78.303223,BG-mp-maharashtra-034,0,0.939744,0.82478,0.945732,0.977681,0.278093,9.222294,513.061367
23.046126,85.626279,BG-jharkhand-017,0,1.026543,0.977035,1.054369,1.015052,0.61152,12.952038,358.854235
20.814865,86.401947,BG-odisha-053,0,1.090441,1.073549,0.915913,0.839471,0.61402,0.0,576.772036
23.815199,74.085222,BG-rajasthan-053,0,1.159269,0.9844,0.978175,1.300217,0.299142,0.279129,284.205048
22.42,73.6,Panchmahal Mn Belt,1,1.327641,1.058965,1.347695,1.447189,0.066753,15.5916,362.554824
22.992243,79.087343,BG-mp-maharashtra-048,0,0.815724,1.008896,0.936803,1.086836,0.354775,0.849971,278.990218
24.782852,74.225305,BG-rajasthan-040,0,0.910625,1.028249,0.893207,1.141829,0.559973,10.182683,449.079093
21.053072,78.096513,BG-mp-maharashtra-006,0,1.145496,1.060081,0.887329,0.978099,0.148878,6.812878,345.88575
15.933778,75.697812,BG-karnataka-052,0,1.084247,1.028573,0.753665,0.857786,0.400611,3.170797,568.37222
22.46833,84.246045,BG-odisha-031,0,0.835132,0.966133,0.699842,0.675182,0.581833,0.0,318.409052
21.958152,85.683411,BG-odisha-030,0,0.793222,0.776847,0.906183,0.954379,0.62704,7.522804,351.276961
17.529075,83.809129,BG-andhra-016,0,1.141229,1.105152,1.035808,0.954989,0.633163,13.458347,272.658775
18.128532,84.121274,BG-andhra-001,0,1.303308,1.080458,1.105817,0.84557,0.270697,5.277324,16.359654
15.621499,75.667014,BG-karnataka-044,0,0.925127,1.072754,0.863575,1.105311,0.230287,3.278615,662.578447
23.000812,73.573827,BG-rajasthan-015,0,1.053362,0.997737,1.242756,1.227489,0.310934,11.430544,282.323147
14.499059,75.256984,BG-karnataka-035,0,1.017186,0.961978,1.141686,0.839317,0.536816,7.858067,639.26646
22.971452,86.408411,BG-jharkhand-045,0,0.986338,1.090444,0.856153,1.203529,0.519881,0.0,394.871237
21.843844,77.589392,BG-mp-maharashtra-004,0,1.048689,0.913765,0.852199,0.981569,0.214833,13.108238,295.889331
22.490299,85.624695,BG-odisha-015,0,0.914195,1.108837,1.063605,1.135239,0.71784,4.095358,264.885558
14.664371,77.32704,BG-karnataka-042,0,1.155083,1.063516,0.917698,0.817507,0.670656,8.091313,398.917869
21.342277,79.68738,BG-mp-maharashtra-028,0,1.144793,0.772673,0.892779,0.84027,0.351569,1.7501,352.535811
21.32,78.95,Mansar Mn Deposits,1,1.524853,1.267135,1.433172,1.638468,0.106457,9.8036,497.67071
22.377106,85.620656,BG-jharkhand-006,0,1.293078,1.07688,1.191048,1.183034,0.639735,0.0,476.894511
24.253497,73.549195,BG-rajasthan-047,0,1.054068,0.967048,0.885639,0.951956,0.530751,9.279891,185.243583
23.181742,86.125058,BG-jharkhand-042,0,1.054897,0.887111,0.817872,1.08282,0.404118,2.534335,265.391846
22.277725,85.716385,BG-jharkhand-009,0,1.065008,0.958695,0.795338,0.88544,0.428974,7.323165,264.531404
18.774363,84.233496,BG-andhra-039,0,1.098097,0.85288,1.406439,0.86944,0.325679,6.373015,100.738094
21.9,79.5,Katangi Mn Belt,1,1.545526,1.508227,1.250228,1.454554,0.093402,9.49989,560.221409
24.501929,74.540092,BG-rajasthan-032,0,1.163079,0.842451,1.217345,1.20593,0.542683,2.533522,357.227829
24.412838,73.128458,BG-rajasthan-052,0,0.892725,1.020789,0.919365,0.662406,0.617455,6.361539,468.633138
14.847152,75.691701,BG-karnataka-023,0,0.998211,0.984501,1.148452,1.082048,0.50896,19.964759,531.409979
24.438548,74.009556,BG-rajasthan-041,0,1.04707,1.185424,0.841199,0.85344,0.216549,7.901481,418.819382
22.371028,85.427608,BG-odisha-025,0,1.138638,0.784037,1.130937,1.211563,0.443457,5.646549,454.315536
23.498397,74.696673,BG-rajasthan-036,0,1.078743,1.043456,0.796226,0.99206,0.25388,8.340746,408.323811
24.661138,74.095744,BG-rajasthan-042,0,1.00419,0.998584,0.720957,1.157268,0.380564,6.08073,472.690669
22.979047,79.419999,BG-mp-maharashtra-030,0,0.89896,1.11564,0.989852,1.02451,0.554528,0.0,415.35168
18.232867,84.137247,BG-andhra-058,0,1.029842,1.094716,0.935311,0.961869,0.522838,5.232845,70.863446
22.060348,86.256269,BG-jharkhand-059,0,0.988967,1.124792,0.955103,0.880726,0.581709,0.0,146.770602
23.118903,85.830791,BG-jharkhand-004,0,1.019336,0.98352,1.005264,0.877155,0.434415,0.0,374.151854
20.95,86.1,Jajpur Mn District,1,1.056936,1.196121,1.367084,1.068675,0.092975,12.494956,528.427752
22.21794,77.958518,BG-mp-maharashtra-059,0,0.779366,1.004189,0.772248,0.804759,0.731333,8.50682,331.538627
21.3762,85.29394,BG-odisha-016,0,1.055044,1.043453,0.999007,1.379565,0.562982,0.0,348.078026
23.760762,73.011792,BG-rajasthan-058,0,0.902148,0.933461,0.972155,0.915817,0.275564,11.635325,415.707619
21.52976,78.239883,BG-mp-maharashtra-039,0,0.912682,1.048354,1.078029,1.222769,0.280597,9.009467,353.143282
18.345954,83.326947,BG-andhra-023,0,1.204807,0.934982,0.606515,1.025657,0.156692,4.522828,193.598921
21.69007,85.688031,BG-odisha-055,0,0.955791,0.7667,0.791483,0.884866,0.417822,11.298249,457.999397
22.584159,78.76648,BG-mp-maharashtra-046,0,0.944449,1.125604,0.75111,1.129603,0.43021,6.563462,420.230841
23.302692,85.990879,BG-jharkhand-018,0,0.911268,1.064151,0.96851,1.405888,0.408276,11.211287,421.179947
15.996909,77.490241,BG-karnataka-006,0,0.83214,1.136881,0.800334,0.662881,0.605064,10.31029,555.722819
17.902593,84.27757,BG-andhra-047,0,0.978237,1.165879,1.083899,0.915061,0.584361,0.0,138.513527
23.110134,86.44759,BG-jharkhand-033,0,0.851819,0.673998,0.781633,1.215572,0.27337,3.024856,222.292895
18.776429,83.27276,BG-andhra-052,0,1.158497,0.960156,1.048519,1.00309,0.260925,1.117257,292.099253
23.485047,85.80538,BG-jharkhand-031,0,1.010815,1.060672,0.463985,1.197617,0.376026,15.277858,293.816941
18.621888,83.171799,BG-andhra-026,0,1.024523,1.045849,0.829873,1.159638,0.350313,11.300964,287.252688
24.699475,73.145656,BG-rajasthan-027,0,1.099302,0.865855,0.936309,1.067986,0.114332,3.017128,453.188085
22.004014,85.950504,BG-jharkhand-037,0,0.817091,1.126267,0.86947,1.071721,0.264897,7.679702,430.900083
22.498565,86.090069,BG-odisha-039,0,1.20182,1.136029,1.170564,1.053427,0.251552,11.456943,236.545179
14.444867,77.041467,BG-karnataka-047,0,0.949806,1.055824,1.040969,1.27489,0.459311,0.0,519.721575
18.433385,83.04045,BG-andhra-007,0,1.04785,0.914421,1.195993,0.980382,0.215906,7.600553,73.754626
21.680501,77.966438,BG-mp-maharashtra-011,0,1.291983,0.995112,0.745474,1.192703,0.862772,0.0,519.338086
14.75,76.25,Holalkere Mn Zone,1,1.476806,1.248109,1.381799,1.518377,0.07763,14.861761,495.533309
22.13699,86.461911,BG-jharkhand-055,0,1.33337,1.158599,0.780218,1.019136,0.701376,3.290525,362.13506
21.115028,84.144813,BG-odisha-005,0,0.95562,1.111771,0.872771,1.018428,0.551837,4.565792,284.692532
21.505701,86.1318,BG-odisha-052,0,0.805352,0.762627,0.781231,0.744712,0.336431,6.850967,385.950491
15.878474,75.288354,BG-karnataka-055,0,0.887739,0.827658,0.811058,0.797936,0.249901,8.714627,395.492734
23.154967,73.571456,BG-rajasthan-048,0,1.022771,0.879653,1.358471,0.732492,0.492861,3.998122,265.17566
15.268476,75.65996,BG-karnataka-020,0,1.070434,0.980226,0.798975,1.088204,0.526159,11.392614,482.903167
18.153754,83.043537,BG-andhra-003,0,1.255271,0.934414,0.653838,1.103695,0.44613,1.529421,302.656438
18.728952,84.447081,BG-andhra-027,0,0.944539,1.092195,0.956768,1.140051,0.575511,7.629256,86.475223
21.72,80.25,Waraseoni Mn Area,1,1.563943,1.223482,1.680407,1.515734,0.207601,6.593407,431.570089
14.616517,77.247454,BG-karnataka-032,0,1.035475,0.807838,0.782756,1.002627,0.446762,6.409337,672.881455
20.638425,85.901505,BG-odisha-008,0,0.955946,1.048514,0.946858,0.988958,0.503702,0.0,387.299255
15.66749,76.75885,BG-karnataka-011,0,0.917879,0.839121,0.668081,0.949137,0.140836,9.415554,523.676195
21.82,85.42,Keonjhar Mn Deposits,1,1.043586,1.112236,1.455892,1.301023,0.11469,8.097104,411.020673
21.63,85.58,Joda–Barbil Mn Belt,1,1.040047,1.212726,1.219543,2.010756,0.120829,7.768627,489.19339
21.347157,85.167562,BG-odisha-029,0,0.995035,0.992934,0.830141,1.268836,0.353295,7.189076,504.559328
