latitude,longitude,name,state_region,source,label
21.440881244081393,79.26779705162772,BG-mp-maharashtra-008,mp-maharashtra,random,0
23.62783129011672,74.69603055901267,BG-rajasthan-007,rajasthan,random,0
21.611536646811235,85.79602068824082,BG-odisha-048,odisha,random,0
21.95,79.15,Ramtek Mn Deposits,Maharashtra,MRDS,1
14.530400829500802,77.33314844498427,BG-karnataka-008,karnataka,random,0
18.822446776004156,83.36579515878644,BG-andhra-049,andhra,random,0
15.592244609776083,77.15175645500226,BG-karnataka-033,karnataka,random,0
21.022962043885638,79.66216545808058,BG-mp-maharashtra-050,mp-maharashtra,random,0
21.185491686760297,77.7901491305004,BG-mp-maharashtra-013,mp-maharashtra,random,0
22.829095179481087,78.8765555577622,BG-mp-maharashtra-038,mp-maharashtra,random,0
22.65880932850599,79.35555925709274,BG-mp-maharashtra-018,mp-maharashtra,random,0
21.45,79.1,Nagpur District Mn,Maharashtra,GSI,1
22.19739146882861,84.41577777650978,BG-odisha-041,odisha,random,0
15.15,76.92,Sandur Mn Belt,Karnataka,IBM,1
23.49087718406533,85.61845156221146,BG-jharkhand-027,jharkhand,random,0
23.728442943562527,73.13994762225262,BG-rajasthan-005,rajasthan,random,0
22.280574628258876,84.61553836947157,BG-odisha-057,odisha,random,0
23.388870473479418,74.39270850098102,BG-rajasthan-029,rajasthan,random,0
14.049572723796377,76.8414111793877,BG-karnataka-041,karnataka,random,0
22.43291588245876,85.62435365817471,BG-jharkhand-049,jharkhand,random,0
23.461442396654107,86.05335896679861,BG-jharkhand-016,jharkhand,random,0
22.31087733058976,78.68689570318199,BG-mp-maharashtra-037,mp-maharashtra,random,0
21.45809614392821,77.59630073171212,BG-mp-maharashtra-033,mp-maharashtra,random,0
14.296187571134965,75.31861379820535,BG-karnataka-031,karnataka,random,0
22.931540981608222,86.10963091224514,BG-jharkhand-032,jharkhand,random,0
17.658308305966,84.44118135082186,BG-andhra-040,andhra,random,0
22.25601919840808,86.36737361324498,BG-odisha-006,odisha,random,0
21.181818824347587,77.6413491262742,BG-mp-maharashtra-044,mp-maharashtra,random,0
21.338449830671745,85.45918072322806,BG-odisha-059,odisha,random,0
14.408518398847074,76.79047950197354,BG-karnataka-001,karnataka,random,0
24.03591550088748,73.10043677028128,BG-rajasthan-035,rajasthan,random,0
22.844259395626846,85.80383551184222,BG-jharkhand-026,jharkhand,random,0
23.988754338020875,73.48796887915688,BG-rajasthan-030,rajasthan,random,0
22.169171980447082,80.19346865080743,BG-mp-maharashtra-041,mp-maharashtra,random,0
15.92506863152311,75.66366590630741,BG-karnataka-057,karnataka,random,0
21.25794623795383,86.46327210944932,BG-odisha-044,odisha,random,0
24.880727341460364,74.35463589054547,BG-rajasthan-012,rajasthan,random,0
15.343380445919943,75.7499926994969,BG-karnataka-003,karnataka,random,0
20.671306904135758,85.21497615829153,BG-odisha-007,odisha,random,0
14.632354392543707,76.87966123103601,BG-karnataka-004,karnataka,random,0
14.268582228786736,75.28857167604775,BG-karnataka-016,karnataka,random,0
14.047328869402904,75.48282447081927,BG-karnataka-050,karnataka,random,0
23.464910534324584,86.0246368691086,BG-jharkhand-011,jharkhand,random,0
17.81817977526961,84.19674853524215,BG-andhra-053,andhra,random,0
22.11112325538346,86.129445706952,BG-jharkhand-024,jharkhand,random,0
14.477371905231692,75.98946461697814,BG-karnataka-002,karnataka,random,0
23.42617941670953,86.49957241687746,BG-jharkhand-057,jharkhand,random,0
22.890716792679346,85.79125928903103,BG-jharkhand-038,jharkhand,random,0
14.656523902395413,77.16088235507571,BG-karnataka-051,karnataka,random,0
22.82525567868964,80.1115557095103,BG-mp-maharashtra-057,mp-maharashtra,random,0
22.2,78.3,Pandhurna Mn Deposits,Madhya Pradesh,Literature,1
22.4379925145695,86.31591745752031,BG-odisha-040,odisha,random,0
20.50114379225589,84.81039014251168,BG-odisha-002,odisha,random,0
23.18611124476513,85.72568713706504,BG-jharkhand-029,jharkhand,random,0
18.628014735332176,84.24788642773291,BG-andhra-014,andhra,random,0
17.57542695023294,83.56865579628221,BG-andhra-011,andhra,random,0
18.010508264746427,84.32047996963733,BG-andhra-054,andhra,random,0
22.059791176275418,85.93202866416077,BG-jharkhand-053,jharkhand,random,0
18.999861742763812,83.52494051558027,BG-andhra-017,andhra,random,0
20.660222930481172,84.4645624024518,BG-odisha-054,odisha,random,0
22.424498054912434,85.60052610809079,BG-jharkhand-012,jharkhand,random,0
18.780171925853658,84.43014550770516,BG-andhra-000,andhra,random,0
21.38,85.65,Gurumahisani Mn,Odisha,Literature,1
15.27422675460276,75.65488815608587,BG-karnataka-025,karnataka,random,0
21.127055412303914,78.6448578595196,BG-mp-maharashtra-047,mp-maharashtra,random,0
15.634208270230923,75.74844688049994,BG-karnataka-014,karnataka,random,0
21.55,85.9,Koira Mn Area,Odisha,GSI,1
22.26072032248965,85.57506486890117,BG-jharkhand-036,jharkhand,random,0
18.746096528335904,83.12999434708351,BG-andhra-048,andhra,random,0
22.942156755227238,80.0823391067035,BG-mp-maharashtra-049,mp-maharashtra,random,0
15.574749018270943,75.27023906600739,BG-karnataka-045,karnataka,random,0
21.630906096118164,78.30322262792711,BG-mp-maharashtra-034,mp-maharashtra,random,0
23.04612608936529,85.6262794929584,BG-jharkhand-017,jharkhand,random,0
20.814865455878966,86.40194725818613,BG-odisha-053,odisha,random,0
23.815198739333173,74.08522228100783,BG-rajasthan-053,rajasthan,random,0
22.42,73.6,Panchmahal Mn Belt,Gujarat,GSI,1
22.992242760480195,79.08734303529741,BG-mp-maharashtra-048,mp-maharashtra,random,0
24.782851851620872,74.22530464552352,BG-rajasthan-040,rajasthan,random,0
21.053071939367726,78.09651295205994,BG-mp-maharashtra-006,mp-maharashtra,random,0
15.933778208096722,75.69781248180468,BG-karnataka-052,karnataka,random,0
22.46833042273193,84.2460446778799,BG-odisha-031,odisha,random,0
21.9581516989197,85.68341136823325,BG-odisha-030,odisha,random,0
17.529074930575018,83.8091285718838,BG-andhra-016,andhra,random,0
18.12853192394473,84.12127350346708,BG-andhra-001,andhra,random,0
15.621498633148779,75.66701427398618,BG-karnataka-044,karnataka,random,0
23.000811879394575,73.57382743373786,BG-rajasthan-015,rajasthan,random,0
14.499059478445849,75.25698405417947,BG-karnataka-035,karnataka,random,0
22.97145208510372,86.40841144521261,BG-jharkhand-045,jharkhand,random,0
21.84384363937054,77.58939165831421,BG-mp-maharashtra-004,mp-maharashtra,random,0
22.49029871332179,85.62469514409864,BG-odisha-015,odisha,random,0
14.664370935892858,77.32703971512082,BG-karnataka-042,karnataka,random,0
21.342277296396194,79.68738039385104,BG-mp-maharashtra-028,mp-maharashtra,random,0
21.32,78.95,Mansar Mn Deposits,Maharashtra,MRDS,1
22.377105514301412,85.62065588475231,BG-jharkhand-006,jharkhand,random,0
24.253496873963563,73.54919489383508,BG-rajasthan-047,rajasthan,random,0
23.181742039970096,86.12505800716423,BG-jharkhand-042,jharkhand,random,0
22.277724763656494,85.71638463987861,BG-jharkhand-009,jharkhand,random,0
18.774363440499364,84.23349637713508,BG-andhra-039,andhra,random,0
21.9,79.5,Katangi Mn Belt,Madhya Pradesh,GSI,1
24.501928953236945,74.54009237714806,BG-rajasthan-032,rajasthan,random,0
24.412838283389103,73.12845770142776,BG-rajasthan-052,rajasthan,random,0
14.847151545127453,75.69170055993062,BG-karnataka-023,karnataka,random,0
24.438547922551933,74.0095563296488,BG-rajasthan-041,rajasthan,random,0
22.371028481161343,85.42760773331321,BG-odisha-025,odisha,random,0
23.498396559319943,74.69667269470332,BG-rajasthan-036,rajasthan,random,0
24.66113833944283,74.09574390122165,BG-rajasthan-042,rajasthan,random,0
22.97904670127319,79.41999927956228,BG-mp-maharashtra-030,mp-maharashtra,random,0
18.23286677027318,84.1372469802237,BG-andhra-058,andhra,random,0
22.060347509716923,86.25626883041255,BG-jharkhand-059,jharkhand,random,0
23.118903155070413,85.83079129719593,BG-jharkhand-004,jharkhand,random,0
20.95,86.1,Jajpur Mn District,Odisha,GSI,1
22.217940422876346,77.95851780564891,BG-mp-maharashtra-059,mp-maharashtra,random,0
21.37620016782901,85.29393960258898,BG-odisha-016,odisha,random,0
23.760762057855423,73.01179216716798,BG-rajasthan-058,rajasthan,random,0
21.529760332996105,78.23988252308195,BG-mp-maharashtra-039,mp-maharashtra,random,0
18.34595437289503,83.32694681135976,BG-andhra-023,andhra,random,0
21.690070212900054,85.68803138401023,BG-odisha-055,odisha,random,0
22.584158728725928,78.76647990039905,BG-mp-maharashtra-046,mp-maharashtra,random,0
23.302691795894415,85.99087869452377,BG-jharkhand-018,jharkhand,random,0
15.996908881708885,77.49024111963773,BG-karnataka-006,karnataka,random,0
17.90259330707384,84.277569740029,BG-andhra-047,andhra,random,0
23.110133958226818,86.44759020032538,BG-jharkhand-033,jharkhand,random,0
18.776429254468688,83.27275978573654,BG-andhra-052,andhra,random,0
23.485046890700197,85.80538024431937,BG-jharkhand-031,jharkhand,random,0
18.621888477932927,83.17179930706834,BG-andhra-026,andhra,random,0
24.699475389249464,73.14565645836913,BG-rajasthan-027,rajasthan,random,0
22.004013583904328,85.9505037046177,BG-jharkhand-037,jharkhand,random,0
22.498564936825453,86.09006896269987,BG-odisha-039,odisha,random,0
14.444867435091329,77.04146651399232,BG-karnataka-047,karnataka,random,0
18.4333854414611,83.04044967785771,BG-andhra-007,andhra,random,0
21.680501033035984,77.96643849943534,BG-mp-maharashtra-011,mp-maharashtra,random,0
14.75,76.25,Holalkere Mn Zone,Karnataka,Literature,1
22.136990329946478,86.46191110219284,BG-jharkhand-055,jharkhand,random,0
21.115028250805324,84.14481291623547,BG-odisha-005,odisha,random,0
21.505700765839027,86.13179973012072,BG-odisha-052,odisha,random,0
15.878474280649431,75.28835437962857,BG-karnataka-055,karnataka,random,0
23.15496670772947,73.5714563017263,BG-rajasthan-048,rajasthan,random,0
15.268475917770159,75.65995975407603,BG-karnataka-020,karnataka,random,0
18.153753964069956,83.04353722992008,BG-andhra-003,andhra,random,0
18.72895176146663,84.44708115955113,BG-andhra-027,andhra,random,0
21.72,80.25,Waraseoni Mn Area,Madhya Pradesh,GSI,1
14.616516699860266,77.24745372185647,BG-karnataka-032,karnataka,random,0
20.638425036936766,85.90150541314308,BG-odisha-008,odisha,random,0
15.667489909279613,76.75884981271842,BG-karnataka-011,karnataka,random,0
21.82,85.42,Keonjhar Mn Deposits,Odisha,GSI,1
21.63,85.58,Joda–Barbil Mn Belt,Odisha,MRDS,1
21.347157246039842,85.16756167009169,BG-odisha-029,odisha,random,0
24.805611091465167,74.23102983190276,BG-rajasthan-013,rajasthan,random,0
23.618569324417308,73.81678581723844,BG-rajasthan-009,rajasthan,random,0
22.45,78.1,Betul Mn Occurrences,Madhya Pradesh,Literature,1
21.437275949607205,79.0160658643101,BG-mp-maharashtra-005,mp-maharashtra,random,0
23.398259865453152,73.04885077545366,BG-rajasthan-025,rajasthan,random,0
15.669190039772033,76.45627391622449,BG-karnataka-030,karnataka,random,0
15.560232483742885,77.21033675362752,BG-karnataka-036,karnataka,random,0
14.920606469357883,75.7629771683465,BG-karnataka-048,karnataka,random,0
22.75273525294534,78.44403364239544,BG-mp-maharashtra-036,mp-maharashtra,random,0
23.770390866689453,74.1531760869932,BG-rajasthan-001,rajasthan,random,0
17.68933146231131,84.00418826692987,BG-andhra-022,andhra,random,0
22.06,78.94,Chhindwara Mn Belt,Madhya Pradesh,GSI,1
18.937259257308845,83.59498166227495,BG-andhra-030,andhra,random,0
20.809593650548127,84.74176956373641,BG-odisha-049,odisha,random,0
21.81,80.19,Balaghat Mn District,Madhya Pradesh,GSI/IBM,1
21.533955644098228,80.30996376313749,BG-mp-maharashtra-026,mp-maharashtra,random,0
15.326777429932154,77.34732500981777,BG-karnataka-015,karnataka,random,0
18.004194315547572,84.01871282754253,BG-andhra-004,andhra,random,0
22.311681858735327,85.7110251953054,BG-jharkhand-034,jharkhand,random,0
23.82888202199544,74.25953076147543,BG-rajasthan-028,rajasthan,random,0
20.9996128957642,86.30816399819003,BG-odisha-036,odisha,random,0
22.65,86.15,Chaibasa Mn Deposits,Jharkhand,MRDS,1
24.63684692907333,74.50227627508147,BG-rajasthan-023,rajasthan,random,0
21.42196568717265,80.32872914300516,BG-mp-maharashtra-035,mp-maharashtra,random,0
24.59204952025356,73.33938279239611,BG-rajasthan-020,rajasthan,random,0
17.830808041485728,83.32913245193215,BG-andhra-002,andhra,random,0
21.67,80.34,Bharweli Mine,Madhya Pradesh,MRDS,1
17.905123594581102,84.21229882821014,BG-andhra-044,andhra,random,0
22.2713688885288,78.59449653691026,BG-mp-maharashtra-024,mp-maharashtra,random,0
15.74433356581218,77.14648312834446,BG-karnataka-046,karnataka,random,0
22.73623200261788,86.29293286813231,BG-jharkhand-000,jharkhand,random,0
23.00842237645486,85.76951102596705,BG-jharkhand-058,jharkhand,random,0
22.704095417395767,85.94046879813601,BG-jharkhand-020,jharkhand,random,0
18.142567019852116,83.55585631432709,BG-andhra-037,andhra,random,0
23.054282413278653,85.7709164269762,BG-jharkhand-005,jharkhand,random,0
22.472942428328025,79.53009846226874,BG-mp-maharashtra-002,mp-maharashtra,random,0
22.14,78.62,Sausar Group Deposits,Madhya Pradesh,Literature,1
21.346275880401773,84.5294955136052,BG-odisha-012,odisha,random,0
23.351773363413063,74.91593208455907,BG-rajasthan-034,rajasthan,random,0
24.076903994185585,74.43885999828969,BG-rajasthan-003,rajasthan,random,0
15.435224374277595,75.50899328081863,BG-karnataka-019,karnataka,random,0
14.977063704298754,77.2633412276983,BG-karnataka-021,karnataka,random,0
21.3,85.8,Gua Mn Deposits,Odisha,MRDS,1
23.41401436111606,86.00047217711793,BG-jharkhand-051,jharkhand,random,0
23.123436583104436,86.06920704931909,BG-jharkhand-048,jharkhand,random,0
21.159583953847253,78.19837265908309,BG-mp-maharashtra-022,mp-maharashtra,random,0
22.278853596915766,77.575032265668,BG-mp-maharashtra-000,mp-maharashtra,random,0
21.7,85.3,Joda Mine Complex,Odisha,IBM,1
23.7,74.3,Kagdi Mn Deposits,Rajasthan,MRDS,1
23.859776299979668,74.15996956239137,BG-rajasthan-016,rajasthan,random,0
24.345591341114336,73.44928133199457,BG-rajasthan-024,rajasthan,random,0
22.69498873269492,79.31117809410067,BG-mp-maharashtra-014,mp-maharashtra,random,0
18.549197456869226,84.15034714753436,BG-andhra-024,andhra,random,0
17.62841944293703,84.08011199615629,BG-andhra-057,andhra,random,0
14.150487720147535,77.20776598325035,BG-karnataka-028,karnataka,random,0
15.604470277874277,77.1601600709382,BG-karnataka-043,karnataka,random,0
21.17617112429491,85.47077179614308,BG-odisha-018,odisha,random,0
24.19090463693884,74.90007921688631,BG-rajasthan-039,rajasthan,random,0
22.990642205788056,85.65705709338087,BG-jharkhand-035,jharkhand,random,0
21.450564756197462,85.37450898373736,BG-odisha-010,odisha,random,0
22.740692829017625,85.5804418518993,BG-jharkhand-052,jharkhand,random,0
22.803795948075624,86.2621896094841,BG-jharkhand-008,jharkhand,random,0
21.757068754416707,79.15612189381969,BG-mp-maharashtra-017,mp-maharashtra,random,0
14.216805094429422,76.08640939641161,BG-karnataka-058,karnataka,random,0
15.482461816695862,76.37920105281597,BG-karnataka-026,karnataka,random,0
23.946372371818654,74.80236165165651,BG-rajasthan-019,rajasthan,random,0
18.775439858633195,83.90061742222527,BG-andhra-034,andhra,random,0
18.477631982865834,84.13134980608929,BG-andhra-019,andhra,random,0
23.83154846820631,73.41366877902882,BG-rajasthan-054,rajasthan,random,0
21.533650379905087,79.42288539573943,BG-mp-maharashtra-052,mp-maharashtra,random,0
22.0,84.95,Rajgangpur Mn Area,Odisha,GSI,1
20.957883567622307,86.26355003251533,BG-odisha-021,odisha,random,0
15.807857143119787,76.36397572301381,BG-karnataka-029,karnataka,random,0
21.030406116344302,85.96017650487143,BG-odisha-045,odisha,random,0
22.991774564280053,86.43366845844551,BG-jharkhand-043,jharkhand,random,0
22.057252957261117,85.32588418048795,BG-odisha-001,odisha,random,0
22.25,84.5,Bonai Mn Belt,Odisha,GSI,1
22.43741872993832,85.44795072704063,BG-odisha-050,odisha,random,0
23.14666516798929,86.10631765124296,BG-jharkhand-028,jharkhand,random,0
23.54343021416437,73.63941913683752,BG-rajasthan-049,rajasthan,random,0
22.219270800507495,84.17714337472164,BG-odisha-022,odisha,random,0
18.15336173950584,84.09653932145768,BG-andhra-046,andhra,random,0
24.212417706612285,74.02284611933895,BG-rajasthan-000,rajasthan,random,0
18.453377659152167,84.24306096650369,BG-andhra-041,andhra,random,0
22.48348237503745,85.75036790241201,BG-jharkhand-054,jharkhand,random,0
23.912923650940346,74.60283320344453,BG-rajasthan-037,rajasthan,random,0
22.113899487549293,79.55384275296963,BG-mp-maharashtra-031,mp-maharashtra,random,0
18.600692956020087,84.44821059685712,BG-andhra-043,andhra,random,0
17.878407297673572,83.12285934914246,BG-andhra-015,andhra,random,0
14.6,76.4,Chitradurga Mn District,Karnataka,MRDS,1
17.681582597600972,84.475766527272,BG-andhra-035,andhra,random,0
20.641986172018065,85.57775739317525,BG-odisha-020,odisha,random,0
22.36342073805315,79.11091099122639,BG-mp-maharashtra-051,mp-maharashtra,random,0
14.145086228986315,76.14571380654647,BG-karnataka-005,karnataka,random,0
15.307952635421465,75.0195577678804,BG-karnataka-013,karnataka,random,0
22.296070770493188,79.32739301700096,BG-mp-maharashtra-027,mp-maharashtra,random,0
14.739054177477769,75.39436708089308,BG-karnataka-010,karnataka,random,0
17.967935866592043,84.01602093027562,BG-andhra-029,andhra,random,0
15.940801222044456,75.44641954043117,BG-karnataka-056,karnataka,random,0
23.309079602497803,86.07406421962634,BG-jharkhand-019,jharkhand,random,0
22.29117636713661,85.72748316348256,BG-jharkhand-013,jharkhand,random,0
18.3,83.9,Garbham Mn Deposits,Andhra Pradesh,MRDS,1
22.34721435183404,86.20695582987904,BG-jharkhand-039,jharkhand,random,0
23.037680732942803,85.80620603013008,BG-jharkhand-002,jharkhand,random,0
21.305242564204537,84.84825651348741,BG-odisha-032,odisha,random,0
22.025021600150303,85.34844757529906,BG-odisha-000,odisha,random,0
18.560962965559114,83.65323071751152,BG-andhra-042,andhra,random,0
21.5,85.75,Barbil Mine Area,Odisha,MRDS,1
14.22,75.57,Shimoga Mn Belt,Karnataka,GSI,1
21.798801010280794,78.15796227747185,BG-mp-maharashtra-042,mp-maharashtra,random,0
23.70351760534365,74.50695025011878,BG-rajasthan-059,rajasthan,random,0
15.761728347372879,77.19817560621135,BG-karnataka-009,karnataka,random,0
18.924417599073983,83.2990410235438,BG-andhra-020,andhra,random,0
17.751683715051705,83.9108712408364,BG-andhra-025,andhra,random,0
20.88041781688162,85.12153386958283,BG-odisha-034,odisha,random,0
24.531627368594332,74.04259962565597,BG-rajasthan-046,rajasthan,random,0
15.0,76.5,Hospet Mn Area,Karnataka,IBM,1
14.214071955418834,76.38305910221204,BG-karnataka-017,karnataka,random,0
22.299768875559046,79.13482444180966,BG-mp-maharashtra-007,mp-maharashtra,random,0
24.335155465172708,74.9757849061329,BG-rajasthan-038,rajasthan,random,0
15.45709012130541,75.78419328548748,BG-karnataka-059,karnataka,random,0
22.1,84.77,Sundargarh Mn Belt,Odisha,GSI,1
20.960229465193155,84.5505434611289,BG-odisha-019,odisha,random,0
18.64184456184104,83.5686893233462,BG-andhra-013,andhra,random,0
15.045565431063917,77.33676564434107,BG-karnataka-000,karnataka,random,0
14.146521442199266,75.5328857806676,BG-karnataka-007,karnataka,random,0
22.3,73.85,Shivrajpur Mn Deposits,Gujarat,MRDS,1
14.544696424629633,76.51207456757555,BG-karnataka-018,karnataka,random,0
23.031077380106865,86.42391104448255,BG-jharkhand-041,jharkhand,random,0
23.03301698681814,86.19973368497571,BG-jharkhand-050,jharkhand,random,0
20.97040779000186,84.29971653486781,BG-odisha-056,odisha,random,0
21.907447412658414,80.36144778256325,BG-mp-maharashtra-054,mp-maharashtra,random,0
21.20200285881946,78.33392080933028,BG-mp-maharashtra-023,mp-maharashtra,random,0
22.0804136114388,85.64919758447365,BG-jharkhand-025,jharkhand,random,0
21.689038307066884,85.54845377583025,BG-odisha-058,odisha,random,0
22.637708449156317,86.04456237871058,BG-jharkhand-044,jharkhand,random,0
22.139580025832007,85.72159640047254,BG-jharkhand-001,jharkhand,random,0
21.740361934233764,78.12852109231446,BG-mp-maharashtra-025,mp-maharashtra,random,0
21.87,79.88,Ukwa Mine,Madhya Pradesh,GSI,1
21.445342052623587,85.96154856072688,BG-odisha-026,odisha,random,0
18.106475003706457,83.24756709680527,BG-andhra-005,andhra,random,0
15.282963477215254,75.99919596090015,BG-karnataka-053,karnataka,random,0
22.001172226100596,78.03595564159039,BG-mp-maharashtra-056,mp-maharashtra,random,0
14.30910667666441,77.32470253923418,BG-karnataka-038,karnataka,random,0
22.248884183831088,85.80761181261423,BG-jharkhand-047,jharkhand,random,0
22.87233337799855,85.97326048875952,BG-jharkhand-003,jharkhand,random,0
18.67395301954153,83.52080564796267,BG-andhra-036,andhra,random,0
